image,scale,mode,status
326286485_971713500648088_7958627032111934273_n_jpg.rf.d15bf054b05f1c80200717af2f680f12.jpg,1.45,fixed_140,OBJECT_TO_MOUTH
326286485_971713500648088_7958627032111934273_n_jpg.rf.d15bf054b05f1c80200717af2f680f12.jpg,1.75,dynamic,OBJECT_TO_MOUTH
326286485_971713500648088_7958627032111934273_n_jpg.rf.d15bf054b05f1c80200717af2f680f12.jpg,1.75,fixed_45,OBJECT_TO_MOUTH
326286485_971713500648088_7958627032111934273_n_jpg.rf.d15bf054b05f1c80200717af2f680f12.jpg,1.75,fixed_80,OBJECT_TO_MOUTH
326286485_971713500648088_7958627032111934273_n_jpg.rf.d15bf054b05f1c80200717af2f680f12.jpg,1.75,fixed_140,OBJECT_TO_MOUTH
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.4,dynamic,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.4,fixed_45,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.4,fixed_80,OBJECT_TO_MOUTH
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.4,fixed_140,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.55,dynamic,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.55,fixed_45,OBJECT_TO_MOUTH
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.55,fixed_80,OBJECT_TO_MOUTH
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.55,fixed_140,OBJECT_TO_MOUTH
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.7,dynamic,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.7,fixed_45,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.7,fixed_80,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.7,fixed_140,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.85,dynamic,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.85,fixed_45,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.85,fixed_80,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,0.85,fixed_140,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.0,dynamic,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.0,fixed_45,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.0,fixed_80,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.0,fixed_140,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.2,dynamic,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.2,fixed_45,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.2,fixed_80,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.2,fixed_140,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.45,dynamic,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.45,fixed_45,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.45,fixed_80,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.45,fixed_140,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.75,dynamic,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.75,fixed_45,SAFE
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.75,fixed_80,OBJECT_TO_MOUTH
325944427_591711642789313_814042611178577681_n_jpg.rf.d3366488e0a6ba98aad6214d87ca6225.jpg,1.75,fixed_140,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.4,dynamic,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.4,fixed_45,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.4,fixed_80,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.4,fixed_140,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.55,dynamic,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.55,fixed_45,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.55,fixed_80,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.55,fixed_140,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.7,dynamic,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.7,fixed_45,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.7,fixed_80,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.7,fixed_140,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.85,dynamic,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.85,fixed_45,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.85,fixed_80,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,0.85,fixed_140,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.0,dynamic,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.0,fixed_45,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.0,fixed_80,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.0,fixed_140,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.2,dynamic,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.2,fixed_45,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.2,fixed_80,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.2,fixed_140,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.45,dynamic,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.45,fixed_45,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.45,fixed_80,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.45,fixed_140,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.75,dynamic,OBJECT_TO_MOUTH
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.75,fixed_45,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.75,fixed_80,SAFE
326157342_202184902316456_6203023765414409336_n_jpg.rf.e2ab49bd7ebe8bbbc980e18b49846bf9.jpg,1.75,fixed_140,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.4,dynamic,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.4,fixed_45,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.4,fixed_80,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.4,fixed_140,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.55,dynamic,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.55,fixed_45,OBJECT_TO_MOUTH
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.55,fixed_80,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.55,fixed_140,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.7,dynamic,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.7,fixed_45,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.7,fixed_80,OBJECT_TO_MOUTH
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.7,fixed_140,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.85,dynamic,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.85,fixed_45,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.85,fixed_80,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,0.85,fixed_140,OBJECT_TO_MOUTH
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.0,dynamic,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.0,fixed_45,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.0,fixed_80,OBJECT_TO_MOUTH
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.0,fixed_140,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.2,dynamic,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.2,fixed_45,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.2,fixed_80,OBJECT_TO_MOUTH
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.2,fixed_140,OBJECT_TO_MOUTH
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.45,dynamic,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.45,fixed_45,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.45,fixed_80,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.45,fixed_140,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.75,dynamic,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.75,fixed_45,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.75,fixed_80,SAFE
325912152_1038841907072967_841167442293686645_n_jpeg.rf.412e3c8eb251fcea661c4ceeee7ae051.jpg,1.75,fixed_140,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.4,dynamic,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.4,fixed_45,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.4,fixed_80,OBJECT_TO_MOUTH
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.4,fixed_140,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.55,dynamic,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.55,fixed_45,OBJECT_TO_MOUTH
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.55,fixed_80,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.55,fixed_140,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.7,dynamic,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.7,fixed_45,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.7,fixed_80,OBJECT_TO_MOUTH
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.7,fixed_140,OBJECT_TO_MOUTH
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.85,dynamic,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.85,fixed_45,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.85,fixed_80,OBJECT_TO_MOUTH
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,0.85,fixed_140,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.0,dynamic,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.0,fixed_45,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.0,fixed_80,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.0,fixed_140,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.2,dynamic,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.2,fixed_45,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.2,fixed_80,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.2,fixed_140,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.45,dynamic,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.45,fixed_45,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.45,fixed_80,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.45,fixed_140,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.75,dynamic,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.75,fixed_45,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.75,fixed_80,SAFE
325949356_735657664844481_8814291452810595816_n_jpeg.rf.60340b4ca23e864e2abc55572717833c.jpg,1.75,fixed_140,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.4,dynamic,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.4,fixed_45,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.4,fixed_80,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.4,fixed_140,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.55,dynamic,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.55,fixed_45,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.55,fixed_80,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.55,fixed_140,OBJECT_TO_MOUTH
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.7,dynamic,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.7,fixed_45,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.7,fixed_80,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.7,fixed_140,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.85,dynamic,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.85,fixed_45,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.85,fixed_80,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,0.85,fixed_140,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.0,dynamic,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.0,fixed_45,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.0,fixed_80,OBJECT_TO_MOUTH
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.0,fixed_140,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.2,dynamic,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.2,fixed_45,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.2,fixed_80,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.2,fixed_140,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.45,dynamic,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.45,fixed_45,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.45,fixed_80,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.45,fixed_140,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.75,dynamic,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.75,fixed_45,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.75,fixed_80,SAFE
326431299_958693652173971_5362073672430628745_n_jpeg.rf.17de8d040db4fbeb7abd8d48e9bd49c5.jpg,1.75,fixed_140,SAFE
